"rank","property_id","address","latitude","longitude","price","currency","bathrooms","bedrooms","area","land_area","zestimate","rent_zestimate","days_on_zillow","sold_date","is_zillow_owned","image","listing_type","status_text","broker_name","input","property_url","listing_url"
"75","25575601","32025 Isle Vis, Laguna Beach, CA 92677","33.49785","-117.72862","5600000","USD","6","4","4958 sqft","","5292300","8189","59","","False","https://photos.zillowstatic.com/fp/1cb01ce80d074f30e3a53abf296de347-p_e.jpg","FOR SALE","House for sale","DOUGLAS ELLIMAN OF CALIFORNIA, INC.","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/32025-Isle-Vis-Laguna-Beach-CA-92677/25575601_zpid/","https://www.zillow.com/laguna-niguel-ca/2_p/"
"118","79845322","1024 Yarwood Ct, San Jose, CA 95128","37.312496","-121.93933","648000","USD","2","2","922 sqft","","667500","2980","1","","False","https://photos.zillowstatic.com/fp/8319f5ed62388c7c9c588cd5d9721ade-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1024-Yarwood-Ct-San-Jose-CA-95128/79845322_zpid/","https://www.zillow.com/san-jose-ca/3_p/"
"161","16660498","2286 Levante St, Carlsbad, CA 92009","33.084785","-117.25913","1999900","USD","4","6","2372 sqft","","1937800","4042","73","","False","https://photos.zillowstatic.com/fp/602d67170bda853d5d0fd114ae62ab56-p_e.jpg","FOR SALE","Multi-family home for sale","Movoto Inc","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2286-Levante-St-Carlsbad-CA-92009/16660498_zpid/","https://www.zillow.com/carlsbad-ca/4_p/"
"53","359754188","1824 Homestead Pl, San Luis Obispo, CA 93405","35.25903","-120.67982","1099000","USD","4","4","1874 sqft","","1090100","5322","67","","False","https://photos.zillowstatic.com/fp/1d6827d9e94bd7c20ce45bc1bb9e08b4-p_e.jpg","FOR SALE","House for sale","Richardson Sotheby's International Realty","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/","https://www.zillow.com/homedetails/1824-Homestead-Pl-San-Luis-Obispo-CA-93405/359754188_zpid/","https://www.zillow.com/san-luis-obispo-ca/2_p/"
"625","448369562","Plan 4 Plan, Arbor at Portola Springs Village","33.691692","-117.69979","3013260","USD","2","3","2410 sqft","","2945600","","14","","False","https://photos.zillowstatic.com/fp/96adc93a101f555774266c8800293c0f-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/community/arbor-at-portola-springs-village/448369562_zpid/","https://www.zillow.com/irvine-ca/16_p/"
"87","16675784","7001 Ballena Way UNIT 25, Carlsbad, CA 92009","33.108532","-117.238174","500000","USD","1","1","696 sqft","","502100","2479","144","","False","https://photos.zillowstatic.com/fp/562197b3c980550b1d61b8749f576980-p_e.jpg","FOR SALE","Condo for sale","Networth Realty","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/7001-Ballena-Way-UNIT-25-Carlsbad-CA-92009/16675784_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"387","306362541","148 Modjeska, Irvine, CA 92618","33.684624","-117.71926","1650000","USD","3","4","2379 sqft","","1646900","5626","11","","False","https://photos.zillowstatic.com/fp/973537f6c04f358ce9b76b0a3830c202-p_e.jpg","FOR SALE","Condo for sale","Pinpoint Properties","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/148-Modjeska-Irvine-CA-92618/306362541_zpid/","https://www.zillow.com/irvine-ca/10_p/"
"539","69017605","14662 Encendido, San Diego, CA 92127","32.99379","-117.16776","5995000","USD","8","8","7069 sqft","","5728500","7865","39","","False","https://photos.zillowstatic.com/fp/223df65719b30ec0faf4dc9bddcddd49-p_e.jpg","FOR SALE","House for sale","Berkshire Hathaway Home Services California Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/14662-Encendido-San-Diego-CA-92127/69017605_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"465","89151713","3145 Scholarship, Irvine, CA 92612","33.666874","-117.852356","2790000","USD","3","2","2390 sqft","","2682200","9076","80","","False","https://photos.zillowstatic.com/fp/50f17a72254df9ee89fc7fe805205efb-p_e.jpg","FOR SALE","Condo for sale","Park Realty Group, Inc.","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/3145-Scholarship-Irvine-CA-92612/89151713_zpid/","https://www.zillow.com/irvine-ca/12_p/"
"100","448289467","193 Cessna Ct, San Luis Obispo, CA 93401","35.239582","-120.67102","1063510","USD","3","3","1900 sqft","","1042300","","","","False","https://photos.zillowstatic.com/fp/5466e9585454f3ad96306aab9df5e1ef-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/","https://www.zillow.com/homedetails/193-Cessna-Ct-San-Luis-Obispo-CA-93401/448289467_zpid/","https://www.zillow.com/san-luis-obispo-ca/3_p/"
"700","19711857","371 E William St, San Jose, CA 95112","37.33252","-121.877266","1117711","USD","2","3","956 sqft","","1111700","3053","22","","False","https://photos.zillowstatic.com/fp/2190226c6c9127406fcaf4c938f8887e-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/371-E-William-St-San-Jose-CA-95112/19711857_zpid/","https://www.zillow.com/san-jose-ca/18_p/"
"760","19804897","2114 Bennighof Ct, San Jose, CA 95121","37.309338","-121.79927","1900000","USD","3","4","1677 sqft","","1858800","4181","42","","False","https://photos.zillowstatic.com/fp/7bff866fa6312d975874431a2635fffa-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2114-Bennighof-Ct-San-Jose-CA-95121/19804897_zpid/","https://www.zillow.com/san-jose-ca/19_p/"
"68","19715183","917 Bellhurst Ave, San Jose, CA 95122","37.328815","-121.855545","595000","USD","2","2","986 sqft","","592400","3040","42","","False","https://photos.zillowstatic.com/fp/9233ce03e8f8a6de97c9b9928ee3907a-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/917-Bellhurst-Ave-San-Jose-CA-95122/19715183_zpid/","https://www.zillow.com/san-jose-ca/2_p/"
"109","25751671","199 Shorebreaker Dr, Laguna Niguel, CA 92677","33.523674","-117.71494","849995","USD","2","2","1102 sqft","","840400","2971","40","","False","https://photos.zillowstatic.com/fp/aef7ba002ed52f8188b8a22b30575928-p_e.jpg","FOR SALE","Condo for sale","Carl Mazzie Realty","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/199-Shorebreaker-Dr-Laguna-Niguel-CA-92677/25751671_zpid/","https://www.zillow.com/laguna-niguel-ca/3_p/"
"120","79570230","6235 Lismore Pl, Carlsbad, CA 92009","33.125385","-117.26018","2950000","USD","4","5","4608 sqft","","2881800","8261","1","","False","https://photos.zillowstatic.com/fp/2ec08ac236fc3fcb0cdbcd9a55c8983f-p_e.jpg","FOR SALE","House for sale","Wisdom Properties","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/6235-Lismore-Pl-Carlsbad-CA-92009/79570230_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"488","19709577","97 E Saint James St APT 41, San Jose, CA 95112","37.34024","-121.891174","799500","USD","2","2","1537 sqft","","812500","3468","246","","False","https://photos.zillowstatic.com/fp/9c1b7f10c362e617693f177de8c1c9d0-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/97-E-Saint-James-St-APT-41-San-Jose-CA-95112/19709577_zpid/","https://www.zillow.com/san-jose-ca/12_p/"
"670","19714011","952 S 11th St UNIT 334, San Jose, CA 95112","37.327286","-121.86884","550000","USD","1","1","896 sqft","","544300","2700","32","","False","https://photos.zillowstatic.com/fp/3ccfa6822736b37097eb0f83bec694f4-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/952-S-11th-St-UNIT-334-San-Jose-CA-95112/19714011_zpid/","https://www.zillow.com/san-jose-ca/17_p/"
"154","82960671","356 Santana Row APT 306, San Jose, CA 95128","37.32119","-121.94764","4000000","USD","4","4","3856 sqft","","3913300","8182","4","","False","https://photos.zillowstatic.com/fp/667b6cd3c1864c1eefb4b70f75b61266-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/356-Santana-Row-APT-306-San-Jose-CA-95128/82960671_zpid/","https://www.zillow.com/san-jose-ca/4_p/"
"591","19757004","5559 Russo Dr, San Jose, CA 95118","37.250114","-121.87998","485000","USD","1","1","768 sqft","","474400","2524","129","","False","https://photos.zillowstatic.com/fp/0ca7f750bd5e2cbc89636fc1ada17cdc-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/5559-Russo-Dr-San-Jose-CA-95118/19757004_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"95","25771954","6 Toulon, Laguna Niguel, CA 92677","33.507668","-117.732635","1725000","USD","4","2","2337 sqft","","1732900","5937","8","","False","https://photos.zillowstatic.com/fp/d90236f596cc713f1af400cfc2d03167-p_e.jpg","FOR SALE","Condo for sale","Compass","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/6-Toulon-Laguna-Niguel-CA-92677/25771954_zpid/","https://www.zillow.com/laguna-niguel-ca/3_p/"
"572","19585958","548 Leland Ave, San Jose, CA 95128","37.318295","-121.9265","1295000","USD","2","2","988 sqft","","1306600","5239","49","","False","https://photos.zillowstatic.com/fp/a793dd99c16fa918272acb3646704e9b-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/548-Leland-Ave-San-Jose-CA-95128/19585958_zpid/","https://www.zillow.com/san-jose-ca/14_p/"
"91","19587203","3065 Fireside Dr, San Jose, CA 95128","37.304543","-121.94859","1699000","USD","2","3","1283 sqft","","1762100","3951","2","","False","https://photos.zillowstatic.com/fp/2c1ecb9879d894ea6c0728d3bf71a869-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/3065-Fireside-Dr-San-Jose-CA-95128/19587203_zpid/","https://www.zillow.com/san-jose-ca/3_p/"
"217","16654976","1574 Maritime Dr, Carlsbad, CA 92011","33.11434","-117.28932","2275000","USD","4","5","3731 sqft","","2235200","7244","2","","False","https://photos.zillowstatic.com/fp/a412e2a1b7039767f570d07411d36f54-p_e.jpg","FOR SALE","House for sale","Three Lagoons Realty","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/1574-Maritime-Dr-Carlsbad-CA-92011/16654976_zpid/","https://www.zillow.com/carlsbad-ca/6_p/"
"452","19646928","1002 Oaktree Dr, San Jose, CA 95129","37.309772","-122.00031","3025000","USD","2","3","1609 sqft","","2987300","4364","35","","False","https://photos.zillowstatic.com/fp/59686781bebfa9dc02b04797f0322441-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1002-Oaktree-Dr-San-Jose-CA-95129/19646928_zpid/","https://www.zillow.com/san-jose-ca/12_p/"
"29","16712459","2938 Avenida Castana, Carlsbad, CA 92009","33.07724","-117.2475","1725000","USD","3","3","2037 sqft","","1696700","5635","1","","False","https://photos.zillowstatic.com/fp/abb88beac2bb7ba162a7392630959083-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2938-Avenida-Castana-Carlsbad-CA-92009/16712459_zpid/","https://www.zillow.com/homes/Carlsbad,-CA_rb/"
"178","16654278","959 Boxwood Ct, Carlsbad, CA 92011","33.10773","-117.300995","899000","USD","3","2","1292 sqft","","893700","4279","21","","False","https://photos.zillowstatic.com/fp/bb14c5af0e58981c7e06e5854da050b4-p_e.jpg","FOR SALE","Townhouse for sale","Berkshire Hathaway HomeService","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/959-Boxwood-Ct-Carlsbad-CA-92011/16654278_zpid/","https://www.zillow.com/carlsbad-ca/5_p/"
"18","25712857","13 Greenleaf #5, Irvine, CA 92604","33.68016","-117.80098","985000","USD","2","3","1109 sqft","","1008300","3991","24","","False","https://photos.zillowstatic.com/fp/e8df0053c9a6110795c6b35ac74376ee-p_e.jpg","FOR SALE","Condo for sale","Re/Max Premier Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/13-Greenleaf-5-Irvine-CA-92604/25712857_zpid/","https://www.zillow.com/homes/Irvine,-CA_rb/"
"443","439157729","Selene 2 Plan, Great Park Neighborhoods : Selene at Luna Park","33.6632","-117.719","1569990","USD","3","4","2073 sqft","","1562900","","37","","False","https://photos.zillowstatic.com/fp/29335c4d8405f60bde5877cac858de35-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/community/great-park-neighborhoods-selene-at-luna-park/439157729_zpid/","https://www.zillow.com/irvine-ca/11_p/"
"288","124746240","761 N 11th St, San Jose, CA 95112","37.355556","-121.89096","1398000","USD","3","4","1748 sqft","","1442800","4476","8","","False","https://photos.zillowstatic.com/fp/bf2be832f32dfa120635e81b93c57e3e-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/761-N-11th-St-San-Jose-CA-95112/124746240_zpid/","https://www.zillow.com/san-jose-ca/8_p/"
"99","16659965","2658 Galicia Way, Carlsbad, CA 92009","33.084553","-117.25134","2695000","USD","4","4","3722 sqft","","2609100","7537","45","","False","https://photos.zillowstatic.com/fp/45d7ee46434292bfe22aa48e4a18d863-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2658-Galicia-Way-Carlsbad-CA-92009/16659965_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"789","250191749","6165 Kareila Dr, San Diego, CA 92130","32.972588","-117.187744","4675000","USD","5","4","5136 sqft","","4547700","14324","51","","False","https://photos.zillowstatic.com/fp/7e84ddd14e575c28147a9c92a98ace3b-p_e.jpg","FOR SALE","House for sale","Pacific Sotheby's Int'l Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/6165-Kareila-Dr-San-Diego-CA-92130/250191749_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"609","447682672","100 Trask, Irvine, CA 92618","33.67861","-117.72647","1774990","USD","4","4","2542 sqft","","1760600","","31","","False","https://photos.zillowstatic.com/fp/e79f90a43537fd3ba674294a188477c9-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/100-Trask-Irvine-CA-92618/447682672_zpid/","https://www.zillow.com/irvine-ca/15_p/"
"713","19736543","13098 Water St, San Jose, CA 95111","37.28468","-121.82796","1699000","USD","2","3","1118 sqft","","","3083","9","","False","https://photos.zillowstatic.com/fp/70cb02a4509eab49658a11dd9e8e8060-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/13098-Water-St-San-Jose-CA-95111/19736543_zpid/","https://www.zillow.com/san-jose-ca/18_p/"
"133","16659802","2502 Navarra Dr UNIT 226, Carlsbad, CA 92009","33.089798","-117.2551","759000","USD","2","2","1328 sqft","","","3520","25","","False","https://photos.zillowstatic.com/fp/21ce105b9fe703a3f408f71345e06279-p_e.jpg","FOR SALE","Condo for sale","Keller Williams Realty","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2502-Navarra-Dr-UNIT-226-Carlsbad-CA-92009/16659802_zpid/","https://www.zillow.com/carlsbad-ca/4_p/"
"51","19836428","6808 Almaden Rd, San Jose, CA 95120","37.214237","-121.85095","2849888","USD","3","4","2796 sqft","","2867400","7390","2","","False","https://photos.zillowstatic.com/fp/f18bb44db0a92e28ce4bcfd99fb7c5db-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/6808-Almaden-Rd-San-Jose-CA-95120/19836428_zpid/","https://www.zillow.com/san-jose-ca/2_p/"
"380","16791601","5489 Panoramic Ln, San Diego, CA 92121","32.912647","-117.19683","1595000","USD","3","4","2178 sqft","","1576400","6134","25","","False","https://photos.zillowstatic.com/fp/74f42a892948865c98cd5a25e19cbff9-p_e.jpg","FOR SALE","House for sale","Pacific Sotheby's Int'l Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5489-Panoramic-Ln-San-Diego-CA-92121/16791601_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"462","19798554","5564 Cribari Cir, San Jose, CA 95135","37.29306","-121.75476","469000","USD","1","1","947 sqft","","461000","2543","8","","False","https://photos.zillowstatic.com/fp/42f0e092f1e77c7da1fc52d265bd554b-p_e.jpg","FOR SALE","Condo for sale","Ambassador Properties","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/5564-Cribari-Cir-San-Jose-CA-95135/19798554_zpid/","https://www.zillow.com/san-jose-ca/12_p/"
"456","2054435500","1602 Rivington, Irvine, CA 92612","33.674274","-117.8481","1289000","USD","2","1","1540 sqft","","","4628","43","","False","https://photos.zillowstatic.com/fp/68cf768f0b999486acea40e1147f40f3-p_e.jpg","FOR SALE","Condo for sale","Compass","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/1602-Rivington-Irvine-CA-92612/2054435500_zpid/","https://www.zillow.com/irvine-ca/12_p/"
"420","440954392","313 Brimwood, Irvine, CA 92618","33.689507","-117.69788","2760000","USD","3","4","3066 sqft","","","","44","","False","https://photos.zillowstatic.com/fp/a97ef6595c0db47a7293a1d74c16f9db-p_e.jpg","FOR SALE","New construction","JC Pacific Corp","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/313-Brimwood-Irvine-CA-92618/440954392_zpid/","https://www.zillow.com/irvine-ca/11_p/"
"125","25695858","29 Chandon, Laguna Niguel, CA 92677","33.52332","-117.69153","925000","USD","3","2","1256 sqft","","920600","3813","29","","False","https://photos.zillowstatic.com/fp/2bd0feeddc3fe4f4b4e57416699f74bb-p_e.jpg","FOR SALE","Condo for sale","Shelburn Realty Corporation","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/29-Chandon-Laguna-Niguel-CA-92677/25695858_zpid/","https://www.zillow.com/laguna-niguel-ca/4_p/"
"547","446898067","900 Golden Wheel Park Dr SPACE 120, San Jose, CA 95112","37.375263","-121.89194","249999","USD","2","2","725 sqft","","251300","","45","","False","https://photos.zillowstatic.com/fp/f86e7555997e3c07b6e47f7af8e1f038-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/900-Golden-Wheel-Park-Dr-SPACE-120-San-Jose-CA-95112/446898067_zpid/","https://www.zillow.com/san-jose-ca/14_p/"
"590","19646521","1464 Miller Ave, San Jose, CA 95129","37.2974","-122.01469","4298000","USD","3","5","2623 sqft","","4294000","4621","15","","False","https://photos.zillowstatic.com/fp/e6999c58a2f7c29fbc51582c09e0f42a-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1464-Miller-Ave-San-Jose-CA-95129/19646521_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"211","448491634","Crescent 1 Plan, Great Park Neighborhoods : Crescent at Luna Park","33.6665","-117.7214","1250486","USD","2","3","1611 sqft","","1242700","","5","","False","https://photos.zillowstatic.com/fp/112e2f5346ee951c5bf354a72ec53804-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/community/great-park-neighborhoods-crescent-at-luna-park/448491634_zpid/","https://www.zillow.com/irvine-ca/6_p/"
"301","2116168826","4584 Felton St, San Diego, CA 92116","32.760708","-117.12215","595000","USD","2","2","880 sqft","","","2551","1","","False","https://photos.zillowstatic.com/fp/17bc9dabaf871bb9a22c25f167850dee-p_e.jpg","FOR SALE","Condo for sale","Strategic Asset Management Group, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4584-Felton-St-San-Diego-CA-92116/2116168826_zpid/","https://www.zillow.com/san-diego-ca/8_p/"
"263","19785464","10121 Torrance Ave, San Jose, CA 95127","37.355396","-121.816734","1099000","USD","3","5","2000 sqft","","1088900","4418","22","","False","https://photos.zillowstatic.com/fp/ab334cb0252a47424f00e671ebc2fda8-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/10121-Torrance-Ave-San-Jose-CA-95127/19785464_zpid/","https://www.zillow.com/san-jose-ca/7_p/"
"811","300473945","301 N 5th St, San Jose, CA 95112","37.342533","-121.89005","1595000","USD","","","4224 sqft","","1576000","3328","21","","False","https://photos.zillowstatic.com/fp/176a969bd6b639ae06035582d32dd685-p_e.jpg","FOR SALE","Multi-family home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/301-N-5th-St-San-Jose-CA-95112/300473945_zpid/","https://www.zillow.com/san-jose-ca/20_p/"
"496","19696836","1252 Hillsdale Ave, San Jose, CA 95118","37.27361","-121.88383","1888000","USD","3","6","2413 sqft","","1876300","6182","24","","False","https://photos.zillowstatic.com/fp/7ddbc7a75b77d8947b39b3140d680445-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1252-Hillsdale-Ave-San-Jose-CA-95118/19696836_zpid/","https://www.zillow.com/san-jose-ca/13_p/"
"58","347853417","3960 S Higuera St SPACE 90, San Luis Obispo, CA 93401","35.244392","-120.67534","289000","USD","2","2","1080 sqft","","283700","","36","","False","https://photos.zillowstatic.com/fp/b45fd375477699728ea9de8c261d8b43-p_e.jpg","FOR SALE","Home for sale","Real Broker","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/","https://www.zillow.com/homedetails/3960-S-Higuera-St-SPACE-90-San-Luis-Obispo-CA-93401/347853417_zpid/","https://www.zillow.com/san-luis-obispo-ca/2_p/"
"624","16799055","11235 Avenida De Los Lobos UNIT G, San Diego, CA 92127","33.00267","-117.09135","675000","USD","2","3","1230 sqft","","675200","3283","15","","False","https://photos.zillowstatic.com/fp/a99cab785f7811633a5efee4a8e86c50-p_e.jpg","FOR SALE","Condo for sale","Coldwell Banker Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/11235-Avenida-De-Los-Lobos-UNIT-G-San-Diego-CA-92127/16799055_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"609","54905793","10626 Corte Acuario, San Diego, CA 92130","32.912468","-117.22379","2649000","USD","4","4","3275 sqft","","2595100","6735","21","","False","https://photos.zillowstatic.com/fp/cbe0e8812f90cbfe52902eabfea9591a-p_e.jpg","FOR SALE","House for sale","Keller Williams Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/10626-Corte-Acuario-San-Diego-CA-92130/54905793_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"269","16923958","822 Capistrano Pl, San Diego, CA 92109","32.76372","-117.25059","1900000","USD","2","3","2295 sqft","","1845900","4134","1","","False","https://photos.zillowstatic.com/fp/a7309e305637463433522e416ee38859-p_e.jpg","FOR SALE","Multi-family home for sale","eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/822-Capistrano-Pl-San-Diego-CA-92109/16923958_zpid/","https://www.zillow.com/san-diego-ca/7_p/"
"96","63113911","97 Canyon Crk, Irvine, CA 92603","33.637577","-117.77885","12998000","USD","8","6","9901 sqft","","12462800","9161","165","","False","https://photos.zillowstatic.com/fp/b4f69a67ca665c3efafdb2d09de81ae2-p_e.jpg","FOR SALE","House for sale","Surterre Properties Inc.","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/97-Canyon-Crk-Irvine-CA-92603/63113911_zpid/","https://www.zillow.com/irvine-ca/3_p/"
"584","2100830511","2151 Oakland Rd SPC 552, San Jose, CA 95131","37.40001","-121.90669","399888","USD","2","3","1485 sqft","","398200","3916","51","","False","https://photos.zillowstatic.com/fp/00e1fc2e787c053605333e838b734f31-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2151-Oakland-Rd-SPC-552-San-Jose-CA-95131/2100830511_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"75","16661885","2008 Saliente Way, Carlsbad, CA 92009","33.084667","-117.26432","2400000","USD","3","4","3140 sqft","","2335000","7165","0","","False","https://photos.zillowstatic.com/fp/ab1528d6fa49f00b683c9c31b3d79ed1-p_e.jpg","FOR SALE","House for sale","FOSTER HAMILTON Real Estate","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2008-Saliente-Way-Carlsbad-CA-92009/16661885_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"36","25552484","25035 Footpath Ln, Laguna Niguel, CA 92677","33.55868","-117.693245","1798000","USD","3","4","2277 sqft","","1778000","5512","38","","False","https://photos.zillowstatic.com/fp/812158de7e253021b9bc9f1dc481d1ca-p_e.jpg","FOR SALE","House for sale","Realty One Group West","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/25035-Footpath-Ln-Laguna-Niguel-CA-92677/25552484_zpid/","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/"
"69","121039433","1866 Black Mustard Ln, Carlsbad, CA 92011","33.10669","-117.26819","1249000","USD","4","4","1883 sqft","","1252800","4989","11","","False","https://photos.zillowstatic.com/fp/85d55a8f03bf71a077cc372920f2f25d-p_e.jpg","FOR SALE","Townhouse for sale","Coastal Premier Properties","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/1866-Black-Mustard-Ln-Carlsbad-CA-92011/121039433_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"278","16860507","2728 Ariane Dr UNIT 53, San Diego, CA 92117","32.829166","-117.22842","775000","USD","2","2","1050 sqft","","791200","3146","8","","False","https://photos.zillowstatic.com/fp/1fc5934446b23dafd273accac6310710-p_e.jpg","FOR SALE","Townhouse for sale","Compass California III, Inc. dba Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2728-Ariane-Dr-UNIT-53-San-Diego-CA-92117/16860507_zpid/","https://www.zillow.com/san-diego-ca/7_p/"
"124","16840100","3013 Woodford Dr, La Jolla, CA 92037","32.84812","-117.23928","7750000","USD","7","6","6208 sqft","","7279200","16807","3","","False","https://photos.zillowstatic.com/fp/8331b757577ffae2d0f3be312f0b353f-p_e.jpg","FOR SALE","House for sale","Berkshire Hathaway HomeServices California Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3013-Woodford-Dr-La-Jolla-CA-92037/16840100_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
